Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
T140671,4,7,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Shotwell Street,94110,9,Mission,-122.415480753662,37.7564374207956
T991816,9,9,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Battery Street,94111,3,Financial District/South Beach,-122.400515222852,37.7963352487759
T080242,2,27,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Pine Street,94108,3,Financial District/South Beach,-122.406521512154,37.791343878378
T051514,12,7,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of 14th Avenue,94118,1,Outer Richmond,-122.473121233782,37.7834845728243
T2K0935,5,9,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Greenwich Street,94133,3,Russian Hill,-122.414092361237,37.8017940223677
T050078,1,20,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Presidio Avenue,94115,2,Presidio Heights,-122.446633185064,37.7867902652783
T030167,2,11,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Fresno Street,94133,3,North Beach,-122.406749745907,37.7984850288628
T121218,8,7,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Cervantes Boulevard,94123,2,Marina,-122.438303387414,37.8036341299434
T131438,9,12,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Greenwich Street,94123,2,Marina,-122.433413524971,37.7993194441652
T051301,10,25,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Mason Street,94102,3,Tenderloin,-122.409335015499,37.784824776286
T100957,8,18,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1900 Block Of 15th Street,94114,8,Castro/Upper Market,-122.42829350398,37.7662168893863
T060910,6,19,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Baker Street,94115,5,Western Addition,-122.44170358894,37.7778451296711
T140744,4,16,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of 19th Avenue,94121,1,Outer Richmond,-122.478304609733,37.7794159427575
T080747,5,15,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Starview Way,94131,7,Twin Peaks,-122.45165723479,37.750205025381
T142148,11,6,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1600 Block Of Grove Street,94117,5,Lone Mountain/USF,-122.443780098566,37.7752450453657
T070011,1,5,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Bosworth Street,94131,8,West of Twin Peaks,-122.43628578565,37.7338667696294
T020517,4,2,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of 38th Avenue,94121,1,Outer Richmond,-122.498112678168,37.7728702085505
T2K1247,6,13,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of Plymouth Avenue,94112,7,Oceanview/Merced/Ingleside,-122.456076821323,37.7228664393915
T070392,3,16,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1900 Block Of Bush Street,94115,5,Pacific Heights,-122.429357687554,37.7875999254594
T030662,5,16,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,1800 Block Of Stockton Street,94133,3,North Beach,-122.4097236604,37.8027609353469
T2K1870,8,29,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Edinburgh Street,94112,11,Excelsior,-122.427951449508,37.7267074869102
T140204,2,3,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Ofarrell Street,94115,5,Western Addition,-122.438053867758,37.7826648712406
T2K0206,1,27,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of Page Street,94117,5,Haight Ashbury,-122.443023129484,37.7715187913819
T020777,5,7,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Page Street,94117,5,Haight Ashbury,-122.449598812634,37.7706793188389
T130435,3,25,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Sanchez Street,94114,8,Castro/Upper Market,-122.431022803024,37.7651165799062
T110833,7,6,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Gonzalez Drive,94132,7,Lakeshore,-122.480660975268,37.7174171051096
T150581,3,30,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Geary Street,94109,6,Tenderloin,-122.418902557702,37.7859427265806
T152030,9,11,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Sacramento Street,94109,3,Nob Hill,-122.41839050045,37.7917592753889
T152107,9,25,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,6800 Block Of Geary Boulevard,94121,1,Outer Richmond,-122.492752863473,37.7795992276382
T141554,7,31,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Eddy Street,94109,6,Tenderloin,-122.416694943696,37.7833590026313
T2K1762,8,17,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Page Street,94117,5,Haight Ashbury,-122.449576608139,37.7705708884757
T061257,8,25,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Fillmore Street,94117,5,Hayes Valley,-122.430599760982,37.7725647629318
T111079,9,1,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Caine Avenue,94112,11,Oceanview/Merced/Ingleside,-122.450562511956,37.7173835688454
T140236,2,3,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Scott Street,94115,5,Western Addition,-122.437809019514,37.783181516589
T991580,8,5,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Capp Street,94110,9,Mission,-122.417348330576,37.7515013197239
T121754,11,8,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of California Street,94109,3,Nob Hill,-122.41822349506,37.79093500712
T012010,11,7,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Cuvier Street,94112,8,Outer Mission,-122.428402176585,37.7329145166725
T050956,8,10,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Guerrero Street,94103,8,Mission,-122.424584086228,37.7685615592176
T130237,2,19,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Pope Street,94112,11,Excelsior,-122.439907176336,37.7108296389197
T2K2666,12,12,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of 33rd Avenue,94121,1,Outer Richmond,-122.493444371913,37.7806543962468
T130548,4,11,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Jones Street,94102,3,Tenderloin,-122.413159816833,37.78706546627
T061203,8,16,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Thornton Avenue,94124,10,Bayview Hunters Point,-122.399836854504,37.7315384488622
T100096,1,25,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Church Street,94114,8,Castro/Upper Market,-122.429159884091,37.7690612357635
T121078,7,10,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Hyde Street,94109,3,Russian Hill,-122.418271236811,37.7950067701019
T101142,10,1,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Cyril Magnin Street,94102,3,Tenderloin,-122.408294122328,37.7842476300352
